genres,title,item_id,anio_lanzamiento
"indie,casual",Solar 2,97000,2011
strategy,Ironclads: Schleswig War 1864,46760,2011
strategy,Ironclads: Anglo Russian War 1866,46830,2011
"action,rpg",Magicka: Final Frontier,73035,2011
strategy,Ironclads: Chincha Islands War 1866,46840,2011
action,F.E.A.R. 3,21100,2011
"action,rpg",Magicka: Frozen Lake,73037,2011
"action,rpg",Magicka: The Watchtower,73036,2011
simulation,Trainz Simulator DLC: The Duchess,24635,2011
"action,rpg",Magicka: Party Robes,901679,2011
strategy,Europa Universalis III: Western - AD 1400 Spritepack,25810,2011
"action,rpg",Dungeons and Dragons: Daggerdale,99100,2011
racing,RETRO – Expansion Pack for RACE 07,44660,2011
simulation,Farming Simulator 2011 Equipment Pack 2,90209,2011
strategy,Europa Universalis III: Eastern - AD 1400 Spritepack,25809,2011
strategy,Hearts of Iron III: For the Motherland,42903,2011
strategy,Worms Reloaded: Puzzle Pack,22631,2011
strategy,Worms Reloaded: Retro Pack,22634,2011
strategy,Worms Reloaded: Time Attack Pack,22633,2011
"strategy,rpg",Dungeons: Map Pack DLC,57656,2011
strategy,Worms Reloaded: Forts Pack,22632,2011
"adventure,casual",Puzzle Agent 2,94590,2011
action,Killing Floor: Steampunk Character Pack,35425,2011
strategy,Pride of Nations: Spanish-American War 1898,73192,2011
"action,adventure,indie",Tobe's Vertical Adventure,105700,2011
"action,rpg",Fallout New Vegas: Old World Blues,72750,2011
strategy,"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",56538,2011
simulation,IL-2 Sturmovik: Cliffs of Dover,63950,2011
"indie,casual",Lucid,61100,2011
simulation,Train Simulator: BR Class 421 '4CIG' Loco,65228,2011
action,Homefront: Express 870 Shotgun,55205,2011
"adventure,indie,rpg",Runespell: Overture,102200,2011
strategy,Men of War: Assault Squad - Skirmish Pack,64013,2011
"action,indie",Aaaaa! - Brutal Concussion,15522,2011
"adventure,strategy,rpg,indie",Delve Deeper: Treasures and Tunnels,63802,2011
"action,indie",A.R.E.S.: Berzerker Suit,92302,2011
simulation,Cities in Motion: Metro Stations,73183,2011
adventure,Nancy Drew®: Secrets Can Kill REMASTERED,42210,2010
"action,simulation,strategy",ARMA: Cold War Assault,65790,2011
"casual,indie",SpaceChem: 63 Corvi,92803,2011
"simulation,strategy",Tropico 4,57690,2011
adventure,Nancy Drew®: The Captive Curse,42220,2011
adventure,Nancy Drew®: Trail of the Twister,42230,2010
"indie,casual",The Clockwork Man,111000,2011
strategy,Pride of Nations: American Civil War 1862,73193,2011
"action,indie",EDGE,38740,2011
strategy,Civilization V - Civ and Scenario Pack: Korea,99612,2011
strategy,Civilization V - Scenario Pack: Wonders of the Ancient World,99614,2011
indie,Sanctum: Official Soundtrack,91604,2011
indie,Hacker Evolution Duality,70120,2011
"action,indie,rpg,strategy",Space Pirates and Zombies,107200,2011
action,Section 8: Prejudice Frontier Colonies Map Pack,97108,2011
action,Section 8: Prejudice Blitz Pack,97106,2011
action,Section 8: Prejudice Overdrive Map Pack,97107,2011
strategy,"Warhammer 40,000: Dawn of War II - Ultramarines Pack",56487,2011
"action,rpg",Fallout New Vegas®: Lonesome Road™,72760,2011
"adventure,casual,free to play,massively multiplayer,strategy",Puzzle Pirates,99910,2011
"action,adventure,rpg",The Baconing,18070,2011
action,"Warhammer 40,000: Space Marine",55150,2011
strategy,Men of War: Vietnam,63940,2011
"action,indie",Hard Reset Extended Edition,98400,2012
strategy,Pride of Nations: The Franco-Prussian War 1870,73194,2011
"action,indie",Wasteland Angel,46520,2011
"action,indie,racing,strategy",Rock of Ages,22230,2011
"action,massively multiplayer,simulation",Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450,2011
"action,adventure",Call of Juarez®: The Cartel,33420,2011
simulation,Cities in Motion: German Cities,73185,2011
strategy,Magic: The Gathering 2012 - Expansion,49473,2011
"rpg,simulation,strategy",Sengoku,73210,2011
"action,indie",Astro Tripper,110600,2011
adventure,Nancy Drew®: Shadow at the Water's Edge,200080,2010
rpg,Two Worlds II - Pirates of the Flying Fortress,200440,2011
"action,indie",Bunch of Heroes,111400,2011
action,Duke Nukem Forever: Hail to the Icons Parody Pack,57923,2011
"rpg,strategy",Might &amp; Magic: Heroes VI,48220,2011
strategy,Supreme Commander: Forged Alliance,9420,2011
"action,adventure,indie,rpg",The Binding of Isaac,113200,2011
simulation,Farming Simulator 2011 Equipment Pack 3,90208,2011
"racing,simulation",Off-Road Drive,200230,2011
strategy,Supreme Commander,9350,2007
"strategy,indie,casual,simulation",Fate of the World: Tipping Point,901776,2011
"action,racing",Post Apocalyptic Mayhem: DLC - Chaos Pack,201100,2011
"strategy,indie,casual,simulation",Fate of the World: Denial,80202,2011
"strategy,indie,casual,simulation",Fate of the World: Migration,80204,2011
action,Sniper: Ghost Warrior - Second Strike,34842,2011
"action,simulation",Air Conflicts: Secret Wars,95900,2011
"strategy,indie,casual,simulation",Fate of the World: Extras Pack,80207,2011
"action,adventure",Dead Rising 2: Off the Record,45770,2011
"action,adventure,rpg",The Baconing DLC - Roesha – One Bad Mutha Co-op Character,18080,2011
strategy,Disciples III - Resurrection,200670,2011
"casual,simulation,strategy",Memoir '44 Online,108210,2011
simulation,Train Simulator: Amtrak Acela Express EMU Add-On,65231,2011
"adventure,casual,rpg",Costume Quest,115100,2011
simulation,The Sims™ 3 Pets,47930,2011
"strategy,indie,simulation",Gratuitous Space Battles: The Parasites,41816,2011
"action,indie,rpg",Serious Sam: The Random Encounter,201480,2011
"indie,rpg",Before the Echo,200910,2011
"casual,indie,strategy",Puzzler World 2,200130,2011
"simulation,strategy",Airline Tycoon 2,201490,2011
rpg,ArcaniA: Fall of Setarrif,65610,2011
"action,indie",The Haunted: Hells Reach,43190,2011
"action,indie,strategy",Orcs Must Die! - Artifacts of Power,102622,2011
"action,rpg",Dungeon Siege III: Treasures of the Sun,39270,2011
"action,adventure,free to play,massively multiplayer,rpg",DC Universe™ Online,24200,2011
action,Saints Row: The Third Initiation Station,55370,2011
"simulation,strategy",Tropico 4: Junta Military DLC,57696,2011
action,Sonic Generations Collection,71340,2011
adventure,Nancy Drew®: Alibi in Ashes,202670,2011
"action,indie,strategy",Orcs Must Die! - Lost Adventures,102623,2011
action,Call of Duty®: Modern Warfare® 3,115300,2011
"adventure,strategy",L.A. Noire,110800,2011
"adventure,strategy",L.A. Noire: DLC Bundle,110810,2011
strategy,Men of War: Assault Squad - MP Supply Pack Charlie,64016,2011
"action,indie",Jamestown Soundtrack,94203,2011
"action,indie","Jamestown: Gunpowder, Treason, &amp; Plot",94202,2011
"strategy,rpg,indie",Dungeon Defenders Halloween Mission Pack,202521,2011
"indie,casual",Fractal: Make Blooms Not War,61310,2011
"action,rpg",Magicka: Horror Props Item Pack,73092,2011
"indie,racing",SkyDrift,91100,2011
"action,rpg",Magicka: Holiday Spirit Item Pack,73091,2011
strategy,Total War: SHOGUN 2 - The Hattori Clan Pack,34345,2011
strategy,Total War: Shogun 2 - Blood Pack DLC,201272,2011
"action,rpg",Magicka: The Stars Are Left,73058,2011
strategy,Europa Universalis III: Reformation SpritePack,25812,2011
strategy,Real Warfare 1242,46350,2010
action,Batman Arkham City: Nightwing Bundle,200880,2011
strategy,Galactic Civilizations® II: Ultimate Edition,202200,2011
simulation,Train Simulator: West Coast Main Line North Route Add-On,24083,2011
"action,free to play,massively multiplayer",APB Reloaded,113400,2011
"adventure,indie",Blackwell Unbound,80340,2012
action,Batman Arkham City: Robin Bundle,200870,2011
strategy,Men of War: Assault Squad - Skirmish Pack 2,64017,2011
action,Killing Floor - Steampunk Character Pack 2,35429,2011
racing,Flatout 3: Chaos &amp; Destruction,201510,2011
action,Assassin's Creed Revelations - The Ancestors Character Pack,201877,2011
"action,rpg,indie",Dungeon Defenders The Great Turkey Hunt! Mission &amp; Costumes,203700,2011
"simulation,strategy",Tropico 4: Plantador DLC,57695,2011
action,Earth Defense Force: Insect Armageddon,23530,2011
strategy,Magic 2012 Deck Pack 2,49475,2011
action,"Warhammer 40,000: Space Marine - Golden Relic Chainsword",55344,2011
action,"Warhammer 40,000: Space Marine - Traitor Legions Pack",55341,2011
"casual,indie,rpg",Dungeons of Dredmor: Realm of the Diggle Gods,98820,2011
action,"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",55340,2011
strategy,Pirates of Black Cove: Origins,49337,2011
action,"Warhammer 40,000: Space Marine - Golden Relic Bolter",55343,2011
"action,casual,indie,strategy",Sanctum: X-Mas Carnage (Free DLC),91616,2011
"action,simulation",X3: Albion Prelude,201310,2011
"action,adventure,indie",Trine 2: Complete Story,35720,2013
"action,rpg,indie",Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,204381,2011
"action,indie",Satazius Demo,204010,2011
"action,indie",Bunch of Heroes: Holiday Pack (Free DLC),111403,2011
"action,indie",SATAZIUS,203990,2011
"action,adventure,rpg",Fable - The Lost Chapters,204030,2011
action,Renegade Ops - Reinforcement Pack,200620,2011
"casual,strategy",Crazy Machines 2: Happy New Year DLC,202452,2011
"action,rpg,indie",Dungeon Defenders - Etherian Holiday Extravaganza,204380,2011
action,Saints Row: The Third Warrior Pack,55395,2011
action,Renegade Ops - Coldstrike Campaign,200610,2011
action,"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",55471,2011
action,"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",55473,2011
action,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",55472,2011
action,"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",55470,2011
action,"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",55347,2011
action,Earth Defense Force Tactician Advanced Tech Package,23553,2011
action,Earth Defense Force Aerialist Munitions Package,23552,2011
action,Earth Defense Force Trooper Special Issue Enforcer Package,23551,2011
action,Batman Arkham City: Challenge Map Pack,200890,2011
action,Batman Arkham City: Arkham City Skins Pack,200860,2011
action,Earth Defense Force Battle Armor Weapon Chest,23550,2011
"indie,strategy",Oil Rush,200390,2012
simulation,Train Simulator: Woodhead Route Add-On,65244,2012
"rpg,strategy",King Arthur II: The Role-Playing Wargame,24480,2012
"strategy,rpg",King Arthur II: Dead Legions,24488,2012
"action,indie",Serious Sam 2,204340,2005
"action,indie,rpg",Fortune Summoners,203510,2012
"free to play,massively multiplayer,rpg",Star Trek Online,9900,2010
"action,rpg,indie",Dungeon Defenders: Barbarian Hero DLC,204386,2012
"action,rpg,indie",Dungeon Defenders: Assault Mission Pack,204385,2012
"rpg,simulation,strategy",Jagged Alliance - Back in Action,57740,2012
"action,indie",Pineapple Smash Crew,204390,2012
strategy,Victoria II: A House Divided,42968,2012
"action,casual,indie",PixelJunk™ Eden,105800,2012
"casual,indie",Pixeljunk Eden Soundtrack,105802,2012
"casual,indie,racing",Snuggle Truck,111100,2012
"action,casual,indie",Titan Attacks!,203210,2012
action,Dead Rising 2: Off the Record BBQ Chef Skills Pack,45773,2012
action,Dead Rising 2: Off the Record COSPLAY Skills Pack,45774,2012
"action,indie",Choplifter HD - Night Avenger Chopper,205160,2012
"rpg,simulation,strategy",Crusader Kings II,203770,2012
strategy,Crusader Kings II: Dynasty Shields,203772,2012
strategy,Crusader Kings II: Mongol Faces,203773,2012
"action,indie",Xotic DLC: Pipe Works Expansion Pack,92620,2012
"action,indie",Choplifter HD - Zombie Zombie Zombie,205120,2012
"action,adventure",Alan Wake,108710,2012
simulation,Train Simulator: Glasgow Airport Rail Link Route Add-On,24065,2010
"action,rpg",Magicka: Lonely Island Cruise,73039,2012
action,Postal III,10220,2011
"rpg,simulation",Starpoint Gemini,108110,2012
"action,free to play,indie,massively multiplayer,rpg",Realm of the Mad God,200210,2012
strategy,Hearts of Iron III: Dies Irae Stars &amp; Stripes Spritepack,42905,2012
action,Saints Row: The Third - Gangstas in Space,55381,2012
"adventure,casual",Pickers,204440,2012
"adventure,indie",1000 Amps,205690,2012
"action,adventure",Assassin's Creed® Revelations - The Lost Archive,201882,2012
"action,adventure",Rayman® Origins,207490,2012
action,Painkiller: Recurring Evil,206760,2012
"action,adventure,free to play,massively multiplayer,rpg",Spiral Knights: Operation Crimson Hammer,206521,2012
simulation,Train Simulator: DB Freight: 1970s Loco Add-On,65249,2012
simulation,Cities In Motion: Design Dreams,206710,2012
"action,indie,strategy",Vessel,108500,2012
"casual,indie,strategy",iBomber Defense Pacific,206690,2012
"action,indie,casual",Luxor Evolved,205830,2012
"action,adventure",Alan Wake Collector's Edition Extras,108726,2012
simulation,The Sims™ 3 Showtime,47932,2012
"adventure,indie",Stacking,115110,2012
"casual,indie",Containment: The Zombie Puzzler,203560,2012
simulation,Train Simulator: Cologne-Dusseldorf Route Add-On,65246,2012
simulation,Train Simulator: South West Trains Class 444 EMU Add-On,65253,2012
"action,adventure,indie",Wizorb,207420,2012
strategy,Defenders of Ardania,73060,2012
simulation,Jane's Advanced Strike Fighters,207790,2012
"casual,indie,strategy",Bumbledore,207710,2012
"action,rpg,indie",Dungeon Defenders - President's Day Surprise,204388,2012
"strategy,rpg,indie",Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,204382,2012
"indie,strategy",Cubemen,207250,2012
"adventure,casual",Myst V,208110,2012
"strategy,rpg,indie",Dungeon Defenders Lucky Costume Pack,208540,2012
"action,indie,casual",Space Ark,19320,2012
"action,adventure,rpg",Ys: The Oath in Felghana,207320,2012
simulation,Take On Helicopters: Hinds,65733,2012
"adventure,indie,strategy",Waveform,204180,2012
action,Saints Row: The Third - The Trouble with Clones DLC,55382,2012
"action,indie",Mutant Storm: Reloaded,110630,2012
"action,adventure,indie",Warp,102850,2012
"action,rpg",Kingdoms of Amalur: Reckoning - Legend of Dead Kel,102510,2012
strategy,Total War: Shogun 2 - Fall of the Samurai,201271,2012
adventure,Yesterday,205840,2012
"action,indie",Fowl Space,109500,2012
"casual,strategy",Crazy Machines Elements DLC - Collision Course &amp; Mental Activity,206416,2012
"adventure,casual",Midnight Mysteries 3: Devil on the Mississippi,208630,2012
"adventure,casual",Midnight Mysteries 4: Haunted Houdini,208640,2012
"simulation,strategy",Tropico 4: Modern Times,205630,2012
"casual,indie",3SwitcheD,206610,2012
simulation,Train Simulator: Freightliner Class 70 Loco Add-On,65252,2012
"strategy,rpg,indie",Dungeon Defenders: Series EV Hero DLC,208541,2012
racing,Ridge Racer™ Unbounded,202310,2012
"indie,strategy",Hegemony Gold: Wars of Ancient Greece,202690,2012
"action,rpg,strategy",Confrontation,204560,2012
simulation,Train Simulator: Settle to Carlisle Route Add-on,65255,2012
"casual,indie,rpg","Hack, Slash, Loot",207430,2012
"strategy,rpg,indie",Dungeon Defenders: Penny Arcade Character Pack,202524,2012
indie,The White Laboratory Demo,213530,2012
"indie,casual",Atooms to Moolecules Demo,213390,2012
"indie,simulation,strategy,early access",Imagine Earth,280720,2014
action,Scary Girl,202370,2012
"strategy,simulation",Airline Tycoon 2: Honey Airlines DLC,206881,2012
rpg,Risen 2: Dark Waters,40390,2012
"action,strategy,rpg,indie",Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,204383,2012
"action,adventure",Risen 2: Dark Waters - Treasure Isle DLC,40392,2012
action,Binary Domain,203750,2012
indie,Analogue: A Hate Story,209370,2012
"action,casual,simulation,strategy",Toy Soldiers,98300,2012
strategy,Total War: SHOGUN 2 - Dragon War Battle Pack,201277,2012
action,Saints Row: The Third - Steelport Gangs Pack,55397,2012
action,Streets of Rage 3,211206,2012
"action,strategy,indie,casual",Sanctum: Yogscave (Free DLC),91609,2012
simulation,Train Simulator: Settle Carlisle Specials Add-On,65258,2012
"casual,indie,strategy",Ticket to Ride - USA 1910,108232,2012
simulation,Cities in Motion: Paris,206714,2012
"rpg,simulation,strategy",Jagged Alliance - Back in Action: Shades of Red DLC,203344,2012
"action,indie",Serious Sam HD: The Second Encounter,41014,2010
"action,indie",Serious Sam HD: The Second Encounter - Legend of the Beast DLC,41019,2012
adventure,Nancy Drew®: Tomb of the Lost Queen,210230,2012
"casual,indie",Dead Hungry Diner,211800,2012
simulation,Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,65256,2012
simulation,Train Simulator: Portsmouth Direct Line Route Add-On,65218,2012
action,Resident Evil: Operation Raccoon City,209100,2012
"action,indie,rpg",Alien Shooter 2 Conscription,211010,2012
"indie,simulation,strategy",Gratuitous Tank Battles,205530,2012
simulation,Farming Simulator Farming Classics Pack 4,90207,2012
"casual,indie,strategy",Ticket to Ride - Europe,108230,2012
