,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
3670,"adventure,casual,indie,rpg",Moonchild - Deluxe Contents,"adventure,rpg,indie,casual,rpgmaker","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",5.99,False,372200,Aldorlea Games,2015
22501,action,1 Blue Orb,action,"single-player,downloadable content",0.99,False,359492,"CAPCOM Co., Ltd.",2015
21971,indie,Bob Was Hungry Demo,indie,"single-player,multi-player,co-op,game demo,partial controller support",,False,398430,Shorebound Studios,2015
20814,"action,indie,rpg",Dungeons Are Random,"rpg,indie,action,rogue-like","single-player,partial controller support",1.99,False,431330,PIXELBUG,2016
149,"action,indie",The Maw: Brute Force,"action,indie","single-player,downloadable content,steam achievements",1.25,False,26005,Twisted Pixel Games,2009
431,casual,Pat &amp; Mat,"casual,puzzle,cold war,family friendly,comedy,funny,illuminati,sexual content,memes,difficult,story rich,violent,nudity","single-player,steam cloud",6.99,False,65710,Centauri Production,2009
18599,adventure,Dangerous Relationship,"adventure,otome,visual novel,anime","single-player,steam achievements,steam trading cards",15.99,False,494460,Dogenzaka Lab,2016
15195,"indie,rpg,strategy",Fantasy Grounds - Frozen North (Token Pack),"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",4.99,False,633020,"SmiteWorks USA, LLC",2017
16827,"action,adventure,indie,rpg",Final Bravely,"rpg,adventure,action,indie,rpgmaker,fantasy,2d,action-adventure,singleplayer","single-player,full controller support,steam trading cards",3.99,False,576800,Windam,2017
22096,"action,adventure,casual,indie,rpg,simulation",STAR-BOX: RPG Adventures in Space,"rpg,indie,adventure,simulation,rpgmaker,action,casual,space,sandbox,sci-fi,rogue-like,open world,robots,futuristic,action rpg,atmospheric,dark,zombies,survival horror,2d","single-player,steam achievements,steam trading cards",4.99,False,363510,Michael Flynn,2015
21922,"adventure,indie,rpg,strategy",Armello Original Soundtrack - Wyld's Call,"strategy,adventure,rpg,indie","single-player,downloadable content",9.99,False,398911,League of Geeks,2015
27679,action,INSURGENCY: Modern Infantry Combat,"action,fps,shooter,free to play,mod,multiplayer,realistic,tactical,first-person,simulation,war,military","multi-player,mods,mods (require hl2),valve anti-cheat enabled",Free,False,17700,Insurgency Development Team,2007
11230,"action,free to play",Warframe Starter Pack,"free to play,action,violent","single-player,multi-player,co-op,downloadable content,steam trading cards,in-app purchases,partial controller support",19.99,False,759104,Digital Extremes,2017
16169,"action,adventure,indie,rpg",Under Zero,"adventure,indie,action,rpg,horror","single-player,steam achievements,steam trading cards",3.99,False,454930,Dagestan Technology,2016
6668,simulation,TS Marketplace: New York – New Haven Scenario Pack 01 Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",9.99,False,376967,High Iron Simulations,2016
2412,"casual,free to play,indie,massively multiplayer,strategy",My Lands: Miner’s Luck - Starter DLC Pack,"strategy,massively multiplayer,indie,casual,free to play","mmo,downloadable content",8.99,False,313311,"Gravvit Ltd,Forbes  Consult Ltd",2014
21605,"adventure,casual",Goosebumps: The Game,"casual,adventure,horror,point & click","single-player,steam achievements,full controller support",9.99,False,361360,WayForward,2015
15250,"indie,rpg,strategy",Royal Offense,"indie,strategy,rpg,pixel graphics","single-player,co-op,shared/split screen,steam achievements,steam trading cards,partial controller support,stats,steam leaderboards",2.99,False,615090,Badim,2017
4532,"casual,simulation",Rocksmith® 2014 – Skillet - “Awake and Alive”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,390398,Ubisoft - San Francisco,2015
12867,"adventure,indie",BELPAESE: Homecoming,"indie,adventure,2d,point & click,politics","single-player,steam achievements,steam cloud",3.99,False,710820,Fazz Brothers,2017
10470,indie,Campfire Cooking,"relaxing,casual,indie,puzzle","single-player,steam achievements",5.99,False,679500,Layton Hawkes,2017
16607,"design &amp,illustration,photo editing,utilities",PhotoTangler Collage Maker,"design & illustration,utilities,photo editing",,19.99,False,586560,Solid Eight Studios,2016
18266,"action,adventure,indie",Doorways: Prelude - Movies,"action,adventure,indie","single-player,downloadable content",Free,False,526572,Saibot Studios,2016
13111,"casual,indie",Reverie,"indie,casual,puzzle,hidden object","single-player,steam achievements",1.99,False,708850,Chronicle Games,2017
25391,"rpg,simulation,strategy",Crusader Kings II: Turkish Unit Pack,"strategy,rpg,simulation","single-player,multi-player,downloadable content,steam trading cards",1.99,False,279601,Paradox Development Studio,2014
11589,simulation,FSX Steam Edition: Toposim China &amp; Mongolia Add-On,simulation,"single-player,multi-player,downloadable content,steam achievements,partial controller support",19.99,False,677998,Toposim,2017
16035,"action,adventure,indie",Absoloot,"indie,action,adventure,multiplayer,2d","multi-player,local multi-player,shared/split screen,steam trading cards",3.99,False,555700,Latinas Tomatos,2017
12662,"action,adventure,indie",NewOld,"action,indie,adventure","single-player,steam achievements",3.99,False,725490,DolpGames,2017
5636,"casual,indie,racing",Riff Racer - Race Your Music!,"racing,indie,music,casual,music-based procedural generation,arcade,driving,action,singleplayer,rhythm,multiplayer","single-player,multi-player,steam achievements,full controller support,steam trading cards,steam cloud",9.99,False,351990,FOAM Entertainment,2016
27842,action,Half-Life 2: Lost Coast,"fps,action,singleplayer,sci-fi,short,first-person,shooter,aliens,dystopian,adventure,futuristic,benchmark,atmospheric,classic,free to play,multiplayer,silent protagonist,great soundtrack,post-apocalyptic","single-player,commentary available",,False,340,Valve,2005
26182,action,Aliens: Colonial Marines - Reconnaissance Pack,action,"single-player,multi-player,co-op,downloadable content,steam achievements,full controller support",29.99,False,219441,Gearbox Software,2013
4360,"action,adventure,indie,rpg",Victor Vran: Tome of Souls Weapon,"adventure,rpg,action,indie","single-player,multi-player,co-op,cross-platform multiplayer,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",,False,397930,Haemimont Games,2015
12663,"casual,indie,strategy",LOGistICAL: USA - New York,"strategy,indie,casual","single-player,steam achievements,steam cloud,stats,steam leaderboards",9.99,False,721380,Sacada,2017
21491,"action,casual,indie,early access",BEARZERKERS,"early access,action,local multiplayer,indie,co-op,casual,kickstarter,arcade","single-player,local multi-player,local co-op,shared/split screen,full controller support",12.99,True,325300,Wildgrass,2015
15645,"indie,rpg,strategy",Fantasy Grounds - Shaintar: The Burning Heart (Savage Worlds),"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",4.99,False,585870,"SmiteWorks USA, LLC",2017
19301,"adventure,indie",The Narrator Is a DICK,"adventure,indie,platformer,difficult,narration,parody,funny,pixel graphics","single-player,steam achievements,full controller support,steam trading cards",4.99,False,473450,Adam DeLease,2016
11774,"action,simulation",Tom's Mansion,"action,simulation",single-player,Free,False,748660,RayKingArts,2017
8476,"action,adventure,casual,massively multiplayer",DRAGON BALL XENOVERSE 2 - DB Super Pack 3,"massively multiplayer,action,adventure,casual","single-player,multi-player,online multi-player,mmo,co-op,online co-op,downloadable content,steam achievements,full controller support,steam cloud,steam leaderboards",7.99,False,508402,"QLOC,DIMPS",2017
14342,"casual,simulation",Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Coma White”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,637704,Ubisoft - San Francisco,2017
23286,strategy,Cuban Missile Crisis,"strategy,rts,cold war","single-player,multi-player,steam cloud",4.99,False,356270,G5 Software,2005
18135,"casual,indie,simulation",FourChords Guitar Karaoke - Kings of Leon Song Pack,"indie,casual,simulation","single-player,downloadable content,steam achievements,full controller support,steam trading cards",2.99,False,537266,Musopia,2016
15845,"action,adventure,indie,rpg",Unexplored OST,"action,adventure,rpg,indie","single-player,downloadable content",Free,False,613680,Ludomotion,2017
21105,"adventure,casual,indie",The Last Dream: Developer's Edition,"adventure,casual,indie,hidden object,point & click,mystery,atmospheric,story rich","single-player,steam achievements,steam trading cards,steam cloud",9.99,False,395860,Specialbit Studio,2015
23604,"design &amp,illustration,web publishing",RPG Maker VX Ace - Winter Wonderland Tiles,"design & illustration,web publishing","downloadable content,steam trading cards,steam workshop",9.99,False,337901,Sherman 3D,2015
19449,"casual,indie,rpg",Wanda - A Beautiful Apocalypse,"casual,indie,rpg,puzzle,great soundtrack,atmospheric,story rich,rpgmaker,visual novel,adventure","single-player,steam achievements,steam trading cards,partial controller support",9.99,False,386490,Kodots Games,2016
16920,"indie,simulation",Heaven Island LIFE - Artworks,"indie,simulation","single-player,downloadable content,steam trading cards",Free,False,573880,Fabio Ferrara,2016
20787,"adventure,indie,strategy",Highrise Heroes: Word Challenge,"adventure,strategy,indie,word game,story rich","single-player,steam achievements,steam trading cards,steam cloud,steam leaderboards",4.99,False,415670,Fallen Tree Games Ltd,2016
3353,"design &amp,illustration,web publishing",RPG Maker VX Ace - Wild Steam Resource Pack,"design & illustration,web publishing","downloadable content,steam trading cards,steam workshop",29.99,False,357261,PVGames,2015
20223,"action,indie",Crystal Chip Collector,"action,indie,puzzle-platformer","single-player,steam trading cards,partial controller support",4.99,False,454430,Nekomura Games,2014
26196,"casual,simulation",Rocksmith - Maroon 5 - Misery,"casual,simulation","single-player,shared/split screen,downloadable content",2.99,False,222116,Ubisoft - San Francisco,2013
23679,"rpg,strategy",Hyperdimension Neptunia Re;Birth1 Plutia Battle Entry / プルルートバトル参加ライセンス / 普露露特參戰許可,"rpg,strategy","single-player,downloadable content,steam achievements,full controller support",0.99,False,319014,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015
27557,adventure,Nancy Drew®: The Haunting of Castle Malloy,"adventure,point & click,puzzle,mystery,female protagonist,detective",single-player,6.99,False,31910,HeR Interactive,2009
15599,"adventure,indie",Casino Noir,"adventure,indie,noir","single-player,steam trading cards",4.99,False,586470,Paper Pirates,2017
19591,action,TWINKLE STAR SPRITES,"action,shoot em up,female protagonist,arcade,anime,cute,1990s","single-player,multi-player,shared/split screen,steam achievements,steam cloud,steam leaderboards",7.99,False,366280,"SNK CORPORATION,DotEmu",2016
8036,"simulation,strategy",Crusader Kings II: Hymns of Revelation,"strategy,simulation","single-player,multi-player,downloadable content,steam trading cards",1.99,False,601270,Paradox Development Studio,2017
23777,action,Call of Duty®: Advanced Warfare - Creature Personalization Pack,action,"single-player,multi-player,downloadable content,steam achievements,full controller support,steam cloud,steam leaderboards",1.99,False,331062,"Sledgehammer Games,Raven Software",2015
1193,"action,adventure",Another World – 20th Anniversary Edition,"adventure,classic,action,platformer,retro,remake,singleplayer,sci-fi,controller,2d,cinematic,difficult,atmospheric,puzzle,aliens,1990s","single-player,steam achievements,full controller support,steam cloud",9.99,False,233550,"Eric Chahi,DotEmu",2013
